gvkey,iid,datadate,tic,gsector
005860,01,2002-01-31,ITT,20
005860,01,2002-02-28,ITT,20
005860,01,2002-03-31,ITT,20
005860,01,2002-04-30,ITT,20
005860,01,2002-05-31,ITT,20
005860,01,2002-06-30,ITT,20
005860,01,2002-07-31,ITT,20
005860,01,2002-08-31,ITT,20
005860,01,2002-09-30,ITT,20
005860,01,2002-10-31,ITT,20
005860,01,2002-11-30,ITT,20
005860,01,2002-12-31,ITT,20
005860,01,2003-01-31,ITT,20
005860,01,2003-02-28,ITT,20
005860,01,2003-03-31,ITT,20
005860,01,2003-04-30,ITT,20
005860,01,2003-05-31,ITT,20
005860,01,2003-06-30,ITT,20
005860,01,2003-07-31,ITT,20
005860,01,2003-08-31,ITT,20
005860,01,2003-09-30,ITT,20
005860,01,2003-10-31,ITT,20
005860,01,2003-11-30,ITT,20
005860,01,2003-12-31,ITT,20
005860,01,2004-01-31,ITT,20
005860,01,2004-02-29,ITT,20
005860,01,2004-03-31,ITT,20
005860,01,2004-04-30,ITT,20
005860,01,2004-05-31,ITT,20
005860,01,2004-06-30,ITT,20
005860,01,2004-07-31,ITT,20
005860,01,2004-08-31,ITT,20
005860,01,2004-09-30,ITT,20
005860,01,2004-10-31,ITT,20
005860,01,2004-11-30,ITT,20
005860,01,2004-12-31,ITT,20
005860,01,2005-01-31,ITT,20
005860,01,2005-02-28,ITT,20
005860,01,2005-03-31,ITT,20
005860,01,2005-04-30,ITT,20
005860,01,2005-05-31,ITT,20
005860,01,2005-06-30,ITT,20
005860,01,2005-07-31,ITT,20
005860,01,2005-08-31,ITT,20
005860,01,2005-09-30,ITT,20
005860,01,2005-10-31,ITT,20
005860,01,2005-11-30,ITT,20
005860,01,2005-12-31,ITT,20
005860,01,2006-01-31,ITT,20
005860,01,2006-02-28,ITT,20
005860,01,2006-03-31,ITT,20
005860,01,2006-04-30,ITT,20
005860,01,2006-05-31,ITT,20
005860,01,2006-06-30,ITT,20
005860,01,2006-07-31,ITT,20
005860,01,2006-08-31,ITT,20
005860,01,2006-09-30,ITT,20
005860,01,2006-10-31,ITT,20
005860,01,2006-11-30,ITT,20
005860,01,2006-12-31,ITT,20
005860,01,2007-01-31,ITT,20
005860,01,2007-02-28,ITT,20
005860,01,2007-03-31,ITT,20
005860,01,2007-04-30,ITT,20
005860,01,2007-05-31,ITT,20
005860,01,2007-06-30,ITT,20
005860,01,2007-07-31,ITT,20
005860,01,2007-08-31,ITT,20
005860,01,2007-09-30,ITT,20
005860,01,2007-10-31,ITT,20
005860,01,2007-11-30,ITT,20
005860,01,2007-12-31,ITT,20
005860,01,2008-01-31,ITT,20
005860,01,2008-02-29,ITT,20
005860,01,2008-03-31,ITT,20
005860,01,2008-04-30,ITT,20
005860,01,2008-05-31,ITT,20
005860,01,2008-06-30,ITT,20
005860,01,2008-07-31,ITT,20
005860,01,2008-08-31,ITT,20
005860,01,2008-09-30,ITT,20
005860,01,2008-10-31,ITT,20
005860,01,2008-11-30,ITT,20
005860,01,2008-12-31,ITT,20
005860,01,2009-01-31,ITT,20
005860,01,2009-02-28,ITT,20
005860,01,2009-03-31,ITT,20
005860,01,2009-04-30,ITT,20
005860,01,2009-05-31,ITT,20
005860,01,2009-06-30,ITT,20
005860,01,2009-07-31,ITT,20
005860,01,2009-08-31,ITT,20
005860,01,2009-09-30,ITT,20
005860,01,2009-10-31,ITT,20
005860,01,2009-11-30,ITT,20
005860,01,2009-12-31,ITT,20
005860,01,2010-01-31,ITT,20
005860,01,2010-02-28,ITT,20
005860,01,2010-03-31,ITT,20
005860,01,2010-04-30,ITT,20
005860,01,2010-05-31,ITT,20
005860,01,2010-06-30,ITT,20
005860,01,2010-07-31,ITT,20
005860,01,2010-08-31,ITT,20
005860,01,2010-09-30,ITT,20
005860,01,2010-10-31,ITT,20
005860,01,2010-11-30,ITT,20
005860,01,2010-12-31,ITT,20
005860,01,2011-01-31,ITT,20
005860,01,2011-02-28,ITT,20
005860,01,2011-03-31,ITT,20
005860,01,2011-04-30,ITT,20
005860,01,2011-05-31,ITT,20
005860,01,2011-06-30,ITT,20
005860,01,2011-07-31,ITT,20
005860,01,2011-08-31,ITT,20
005860,01,2011-09-30,ITT,20
005860,01,2011-10-31,ITT,20
005860,01,2011-11-30,ITT,20
005860,01,2011-12-31,ITT,20
005860,01,2012-01-31,ITT,20
005860,01,2012-02-29,ITT,20
005860,01,2012-03-31,ITT,20
005860,01,2012-04-30,ITT,20
005860,01,2012-05-31,ITT,20
005860,01,2012-06-30,ITT,20
005860,01,2012-07-31,ITT,20
005860,01,2012-08-31,ITT,20
005860,01,2012-09-30,ITT,20
005860,01,2012-10-31,ITT,20
005860,01,2012-11-30,ITT,20
005860,01,2012-12-31,ITT,20
005860,01,2013-01-31,ITT,20
005860,01,2013-02-28,ITT,20
005860,01,2013-03-31,ITT,20
005860,01,2013-04-30,ITT,20
005860,01,2013-05-31,ITT,20
005860,01,2013-06-30,ITT,20
005860,01,2013-07-31,ITT,20
005860,01,2013-08-31,ITT,20
005860,01,2013-09-30,ITT,20
005860,01,2013-10-31,ITT,20
005860,01,2013-11-30,ITT,20
005860,01,2013-12-31,ITT,20
005860,01,2014-01-31,ITT,20
005860,01,2014-02-28,ITT,20
005860,01,2014-03-31,ITT,20
005860,01,2014-04-30,ITT,20
005860,01,2014-05-31,ITT,20
005860,01,2014-06-30,ITT,20
005860,01,2014-07-31,ITT,20
005860,01,2014-08-31,ITT,20
005860,01,2014-09-30,ITT,20
005860,01,2014-10-31,ITT,20
005860,01,2014-11-30,ITT,20
005860,01,2014-12-31,ITT,20
005860,01,2015-01-31,ITT,20
005860,01,2015-02-28,ITT,20
005860,01,2015-03-31,ITT,20
005860,01,2015-04-30,ITT,20
005860,01,2015-05-31,ITT,20
005860,01,2015-06-30,ITT,20
005860,01,2015-07-31,ITT,20
005860,01,2015-08-31,ITT,20
005860,01,2015-09-30,ITT,20
005860,01,2015-10-31,ITT,20
005860,01,2015-11-30,ITT,20
005860,01,2015-12-31,ITT,20
005860,01,2016-01-31,ITT,20
005860,01,2016-02-29,ITT,20
005860,01,2016-03-31,ITT,20
005860,01,2016-04-30,ITT,20
005860,01,2016-05-31,ITT,20
005860,01,2016-06-30,ITT,20
005860,01,2016-07-31,ITT,20
005860,01,2016-08-31,ITT,20
005860,01,2016-09-30,ITT,20
005860,01,2016-10-31,ITT,20
005860,01,2016-11-30,ITT,20
005860,01,2016-12-31,ITT,20
005860,01,2017-01-31,ITT,20
005860,01,2017-02-28,ITT,20
005860,01,2017-03-31,ITT,20
005860,01,2017-04-30,ITT,20
005860,01,2017-05-31,ITT,20
005860,01,2017-06-30,ITT,20
005860,01,2017-07-31,ITT,20
005860,01,2017-08-31,ITT,20
005860,01,2017-09-30,ITT,20
005860,01,2017-10-31,ITT,20
005860,01,2017-11-30,ITT,20
005860,01,2017-12-31,ITT,20
005860,01,2018-01-31,ITT,20
005860,01,2018-02-28,ITT,20
005860,01,2018-03-31,ITT,20
005860,01,2018-04-30,ITT,20
005860,01,2018-05-31,ITT,20
005860,01,2018-06-30,ITT,20
005860,01,2018-07-31,ITT,20
005860,01,2018-08-31,ITT,20
005860,01,2018-09-30,ITT,20
005860,01,2018-10-31,ITT,20
005860,01,2018-11-30,ITT,20
005860,01,2018-12-31,ITT,20
005860,01,2019-01-31,ITT,20
005860,01,2019-02-28,ITT,20
005860,01,2019-03-31,ITT,20
005860,01,2019-04-30,ITT,20
005860,01,2019-05-31,ITT,20
005860,01,2019-06-30,ITT,20
005860,01,2019-07-31,ITT,20
005860,01,2019-08-31,ITT,20
005860,01,2019-09-30,ITT,20
005860,01,2019-10-31,ITT,20
005860,01,2019-11-30,ITT,20
005860,01,2019-12-31,ITT,20
005860,01,2020-01-31,ITT,20
005860,01,2020-02-29,ITT,20
005860,01,2020-03-31,ITT,20
005860,01,2020-04-30,ITT,20
005860,01,2020-05-31,ITT,20
005860,01,2020-06-30,ITT,20
005860,01,2020-07-31,ITT,20
005860,01,2020-08-31,ITT,20
005860,01,2020-09-30,ITT,20
005860,01,2020-10-31,ITT,20
005860,01,2020-11-30,ITT,20
005860,01,2020-12-31,ITT,20
005860,01,2021-01-31,ITT,20
005860,01,2021-02-28,ITT,20
005860,01,2021-03-31,ITT,20
005860,01,2021-04-30,ITT,20
005860,01,2021-05-31,ITT,20
005860,01,2021-06-30,ITT,20
005860,01,2021-07-31,ITT,20
005860,01,2021-08-31,ITT,20
005860,01,2021-09-30,ITT,20
005860,01,2021-10-31,ITT,20
005860,01,2021-11-30,ITT,20
005860,01,2021-12-31,ITT,20
005860,01,2022-01-31,ITT,20
005860,01,2022-02-28,ITT,20
005860,01,2022-03-31,ITT,20
005860,01,2022-04-30,ITT,20
005860,01,2022-05-31,ITT,20
005860,01,2022-06-30,ITT,20
005860,01,2022-07-31,ITT,20
005860,01,2022-08-31,ITT,20
005860,01,2022-09-30,ITT,20
005860,01,2022-10-31,ITT,20
005860,01,2022-11-30,ITT,20
005860,01,2022-12-31,ITT,20
005860,01,2023-01-31,ITT,20
005860,01,2023-02-28,ITT,20
005860,01,2023-03-31,ITT,20
005860,01,2023-04-30,ITT,20
005860,01,2023-05-31,ITT,20
005860,01,2023-06-30,ITT,20
005860,01,2023-07-31,ITT,20
005860,01,2023-08-31,ITT,20
005860,01,2023-09-30,ITT,20
005860,01,2023-10-31,ITT,20
005860,01,2023-11-30,ITT,20
005860,01,2023-12-31,ITT,20
005860,01,2024-01-31,ITT,20
005860,01,2024-02-29,ITT,20
005860,01,2024-03-31,ITT,20
006233,02,1996-05-31,SRL,15
006233,02,1996-06-30,SRL,15
006233,02,1996-07-31,SRL,15
006233,02,1996-08-31,SRL,15
006233,02,1996-09-30,SRL,15
006233,02,1996-10-31,SRL,15
006233,02,1996-11-30,SRL,15
006233,02,1996-12-31,SRL,15
006233,02,1997-01-31,SRL,15
006233,02,1997-02-28,SRL,15
006233,02,1997-03-31,SRL,15
006233,02,1997-04-30,SRL,15
006233,02,1997-05-31,SRL,15
006233,02,1997-06-30,SRL,15
006233,02,1997-07-31,SRL,15
006233,02,1997-08-31,SRL,15
006233,02,1997-09-30,SRL,15
006233,02,1997-10-31,SRL,15
006233,02,1997-11-30,SRL,15
006233,02,1997-12-31,SRL,15
006233,02,1998-01-31,SRL,15
006233,02,1998-02-28,SRL,15
006233,02,1998-03-31,SRL,15
006233,02,1998-04-30,SRL,15
006233,02,1998-05-31,SRL,15
006233,02,1998-06-30,SRL,15
006233,02,1998-07-31,SRL,15
006233,02,1998-08-31,SRL,15
006233,02,1998-09-30,SRL,15
006233,02,1998-10-31,SRL,15
006233,02,1998-11-30,SRL,15
006233,02,1998-12-31,SRL,15
006233,02,1999-01-31,SRL,15
006233,02,1999-02-28,SRL,15
006233,02,1999-03-31,SRL,15
006233,02,1999-04-30,SRL,15
006233,02,1999-05-31,SRL,15
006233,02,1999-06-30,SRL,15
006233,02,1999-07-31,SRL,15
006233,02,1999-08-31,SRL,15
006233,02,1999-09-30,SRL,15
006233,02,1999-10-31,SRL,15
006233,02,1999-11-30,SRL,15
006233,02,1999-12-31,SRL,15
006233,02,2000-01-31,SRL,15
006233,02,2000-02-29,SRL,15
006233,02,2000-03-31,SRL,15
006233,02,2000-04-30,SRL,15
006233,02,2000-05-31,SRL,15
006233,02,2000-06-30,SRL,15
006233,02,2000-07-31,SRL,15
006233,02,2000-08-31,SRL,15
006233,02,2000-09-30,SRL,15
006233,02,2000-10-31,SRL,15
006233,02,2000-11-30,SRL,15
006233,02,2000-12-31,SRL,15
006233,02,2001-01-31,SRL,15
006233,02,2001-02-28,SRL,15
006233,02,2001-03-31,SRL,15
006233,02,2001-04-30,SRL,15
006233,02,2001-05-31,SRL,15
006233,02,2001-06-30,SRL,15
006233,02,2001-07-31,SRL,15
006233,02,2001-08-31,SRL,15
006233,02,2001-09-30,SRL,15
006233,02,2001-10-31,SRL,15
006233,02,2001-11-30,SRL,15
006233,02,2001-12-31,SRL,15
006233,02,2002-01-31,SRL,15
006233,02,2002-02-28,SRL,15
006233,02,2002-03-31,SRL,15
006233,02,2002-04-30,SRL,15
006233,02,2002-05-31,SRL,15
006233,02,2002-06-30,SRL,15
006233,02,2002-07-31,SRL,15
006233,02,2002-08-31,SRL,15
006233,02,2002-09-30,SRL,15
006233,02,2002-10-31,SRL,15
006233,02,2002-11-30,SRL,15
006233,02,2002-12-31,SRL,15
006233,02,2003-01-31,SRL,15
006233,02,2003-02-28,SRL,15
006233,02,2003-03-31,SRL,15
006233,02,2003-04-30,SRL,15
006233,02,2003-05-31,SRL,15
006233,02,2003-06-30,SRL,15
006233,02,2003-07-31,SRL,15
006233,02,2003-08-31,SRL,15
006233,02,2003-09-30,SRL,15
006233,02,2003-10-31,SRL,15
006233,02,2003-11-30,SRL,15
006233,02,2003-12-31,SRL,15
006233,02,2004-01-31,SRL,15
006233,02,2004-02-29,SRL,15
006233,02,2004-03-31,SRL,15
006233,02,2004-04-30,SRL,15
006233,02,2004-05-31,SRL,15
006233,02,2004-06-30,SRL,15
006233,02,2004-07-31,SRL,15
006233,02,2004-08-31,SRL,15
006233,02,2004-09-30,SRL,15
006233,02,2004-10-31,SRL,15
006233,02,2004-11-30,SRL,15
006233,02,2004-12-31,SRL,15
006233,02,2005-01-31,SRL,15
006233,02,2005-02-28,SRL,15
006233,02,2005-03-31,SRL,15
006233,02,2005-04-30,SRL,15
006233,02,2005-05-31,SRL,15
006233,02,2005-06-30,SRL,15
006233,02,2005-07-31,SRL,15
006233,02,2005-08-31,SRL,15
006233,02,2005-09-30,SRL,15
006233,02,2005-10-31,SRL,15
006233,02,2005-11-30,SRL,15
006233,02,2005-12-31,SRL,15
006233,02,2006-01-31,SRL,15
006233,02,2006-02-28,SRL,15
006233,02,2006-03-31,SRL,15
006233,02,2006-04-30,SRL,15
006233,02,2006-05-31,SRL,15
006233,02,2006-06-30,SRL,15
006233,02,2006-07-31,SRL,15
006233,02,2006-08-31,SRL,15
006233,02,2006-09-30,SRL,15
006233,02,2006-10-31,SRL,15
006233,02,2006-11-30,SRL,15
006233,02,2006-12-31,SRL,15
006233,02,2007-01-31,SRL,15
006233,02,2007-02-28,SRL,15
006233,02,2007-03-31,SRL,15
006233,02,2007-04-30,SRL,15
006233,02,2007-05-31,SRL,15
006233,02,2007-06-30,SRL,15
006233,02,2007-07-31,SRL,15
006233,02,2007-08-31,SRL,15
006233,02,2007-09-30,SRL,15
006233,02,2007-10-31,SRL,15
006233,02,2007-11-30,SRL,15
006233,02,2007-12-31,SRL,15
006233,02,2008-01-31,SRL,15
006233,02,2008-02-29,SRL,15
006233,02,2008-03-31,SRL,15
006233,02,2008-04-30,SRL,15
006233,02,2008-05-31,SRL,15
006233,02,2008-06-30,SRL,15
006233,02,2008-07-31,SRL,15
006233,02,2008-08-31,SRL,15
006233,02,2008-09-30,SRL,15
006233,02,2008-10-31,SRL,15
006233,02,2008-11-30,SRL,15
006233,02,2008-12-31,SRL,15
006233,02,2009-01-31,SRL,15
006233,02,2009-02-28,SRL,15
006233,02,2009-03-31,SRL,15
006233,02,2009-04-30,SRL,15
006233,02,2009-05-31,SRL,15
006233,02,2009-06-30,SRL,15
006233,02,2009-07-31,SRL,15
006233,02,2009-08-31,SRL,15
006233,02,2009-09-30,SRL,15
006233,02,2009-10-31,SRL,15
006233,02,2009-11-30,SRL,15
006233,02,2009-12-31,SRL,15
006233,02,2010-01-31,SRL,15
006233,02,2010-02-28,SRL,15
006233,02,2010-03-31,SRL,15
006233,02,2010-04-30,SRL,15
006233,02,2010-05-31,SRL,15
006233,02,2010-06-30,SRL,15
006233,02,2010-07-31,SRL,15
006233,02,2010-08-31,SRL,15
006233,02,2010-09-30,SRL,15
006233,02,2010-10-31,SRL,15
006233,02,2010-11-30,SRL,15
006233,02,2010-12-31,SRL,15
006233,02,2011-01-31,SRL,15
006233,02,2011-02-28,SRL,15
006233,02,2011-03-31,SRL,15
006233,02,2011-04-30,SRL,15
006233,02,2011-05-31,SRL,15
006233,02,2011-06-30,SRL,15
006233,02,2011-07-31,SRL,15
006233,02,2011-08-31,SRL,15
006233,02,2011-09-30,SRL,15
006233,02,2011-10-31,SRL,15
006233,02,2011-11-30,SRL,15
006233,02,2011-12-31,SRL,15
006233,02,2012-01-31,SRL,15
006233,02,2012-02-29,SRL,15
006233,02,2012-03-31,SRL,15
006233,02,2012-04-30,SRL,15
006233,02,2012-05-31,SRL,15
006233,02,2012-06-30,SRL,15
006233,02,2012-07-31,SRL,15
006233,02,2012-08-31,SRL,15
006233,02,2012-09-30,SRL,15
006233,02,2012-10-31,SRL,15
006233,02,2012-11-30,SRL,15
006233,02,2012-12-31,SRL,15
006233,02,2013-01-31,SRL,15
006233,02,2013-02-28,SRL,15
006233,02,2013-03-31,SRL,15
006233,02,2013-04-30,SRL,15
006233,02,2013-05-31,SRL,15
006233,02,2013-06-30,SRL,15
006233,02,2013-07-31,SRL,15
006233,02,2013-08-31,SRL,15
006233,02,2013-09-30,SRL,15
006233,02,2013-10-31,SRL,15
006233,02,2013-11-30,SRL,15
006233,02,2013-12-31,SRL,15
006233,02,2014-01-31,SRL,15
006233,02,2014-02-28,SRL,15
006233,02,2014-03-31,SRL,15
006233,02,2014-04-30,SRL,15
006233,02,2014-05-31,SRL,15
006233,02,2014-06-30,SRL,15
006233,02,2014-07-31,SRL,15
006233,02,2014-08-31,SRL,15
006233,02,2014-09-30,SRL,15
006233,02,2014-10-31,SRL,15
006233,02,2014-11-30,SRL,15
006233,02,2014-12-31,SRL,15
006233,02,2015-01-31,SRL,15
006233,02,2015-02-28,SRL,15
006233,02,2015-03-31,SRL,15
006233,02,2015-04-30,SRL,15
006233,02,2015-05-31,SRL,15
006233,02,2015-06-30,SRL,15
006233,02,2015-07-31,SRL,15
006233,02,2015-08-31,SRL,15
006233,02,2015-09-30,SRL,15
006233,02,2015-10-31,SRL,15
006233,02,2015-11-30,SRL,15
006233,02,2015-12-31,SRL,15
006233,02,2016-01-31,SRL,15
006233,02,2016-02-29,SRL,15
006233,02,2016-03-31,SRL,15
006233,02,2016-04-30,SRL,15
006233,02,2016-05-31,SRL,15
006233,02,2016-06-30,SRL,15
006233,02,2016-07-31,SRL,15
006233,02,2016-08-31,SRL,15
006233,02,2016-09-30,SRL,15
006233,02,2016-10-31,SRL,15
006233,02,2016-11-30,SRL,15
006233,02,2016-12-31,SRL,15
006233,02,2017-01-31,SRL,15
006233,02,2017-02-28,SRL,15
006233,02,2017-03-31,SRL,15
006233,02,2017-04-30,SRL,15
006233,02,2017-05-31,SRL,15
006233,02,2017-06-30,SRL,15
006233,02,2017-07-31,SRL,15
006233,02,2017-08-31,SRL,15
006233,02,2017-09-30,SRL,15
006233,02,2017-10-31,SRL,15
006233,02,2017-11-30,SRL,15
006233,02,2017-12-31,SRL,15
006233,02,2018-01-31,SRL,15
006233,02,2018-02-28,SRL,15
006233,02,2018-03-31,SRL,15
006233,02,2018-04-30,SRL,15
006233,02,2018-05-31,SRL,15
006233,02,2018-06-30,SRL,15
006233,02,2018-07-31,SRL,15
006233,02,2018-08-31,SRL,15
006233,02,2018-09-30,SRL,15
006233,02,2018-10-31,SRL,15
006233,02,2018-11-30,SRL,15
006233,02,2018-12-31,SRL,15
006233,02,2019-01-31,SRL,15
006233,02,2019-02-28,SRL,15
006233,02,2019-03-31,SRL,15
006233,02,2019-04-30,SRL,15
006233,02,2019-05-31,SRL,15
006233,02,2019-06-30,SRL,15
006233,02,2019-07-31,SRL,15
006233,02,2019-08-31,SRL,15
006233,02,2019-09-30,SRL,15
006233,02,2019-10-31,SRL,15
006233,02,2019-11-30,SRL,15
006233,02,2019-12-31,SRL,15
006233,02,2020-01-31,SRL,15
006233,02,2020-02-29,SRL,15
006233,02,2020-03-31,SRL,15
006233,02,2020-04-30,SRL,15
006233,02,2020-05-31,SRL,15
006233,02,2020-06-30,SRL,15
006233,02,2020-07-31,SRL,15
006233,02,2020-08-31,SRL,15
006233,02,2020-09-30,SRL,15
006233,02,2020-10-31,SRL,15
006233,02,2020-11-30,SRL,15
006233,02,2020-12-31,SRL,15
006233,02,2021-01-31,SRL,15
006233,02,2021-02-28,SRL,15
006233,02,2021-03-31,SRL,15
006233,02,2021-04-30,SRL,15
006233,02,2021-05-31,SRL,15
006233,02,2021-06-30,SRL,15
006233,02,2021-07-31,SRL,15
006233,02,2021-08-31,SRL,15
006233,02,2021-09-30,SRL,15
006233,02,2021-10-31,SRL,15
006233,02,2021-11-30,SRL,15
006233,02,2021-12-31,SRL,15
006233,02,2022-01-31,SRL,15
006233,02,2022-02-28,SRL,15
006233,02,2022-03-31,SRL,15
006233,02,2022-04-30,SRL,15
006233,02,2022-05-31,SRL,15
006233,02,2022-06-30,SRL,15
006233,02,2022-07-31,SRL,15
006233,02,2022-08-31,SRL,15
006233,02,2022-09-30,SRL,15
006233,02,2022-10-31,SRL,15
006233,02,2022-11-30,SRL,15
006233,02,2022-12-31,SRL,15
006233,02,2023-01-31,SRL,15
006233,02,2023-02-28,SRL,15
006233,02,2023-03-31,SRL,15
006233,02,2023-04-30,SRL,15
006233,02,2023-05-31,SRL,15
006233,02,2023-06-30,SRL,15
006233,02,2023-07-31,SRL,15
006233,02,2023-08-31,SRL,15
006233,02,2023-09-30,SRL,15
006233,02,2023-10-31,SRL,15
006233,02,2023-11-30,SRL,15
006233,02,2023-12-31,SRL,15
006233,02,2024-01-31,SRL,15
006233,02,2024-02-29,SRL,15
006233,02,2024-03-31,SRL,15
006233,02C,1995-01-31,MXB.U,15
006233,02C,1995-02-28,MXB.U,15
006233,02C,1995-03-31,MXB.U,15
006233,02C,1995-04-30,MXB.U,15
006233,02C,1995-05-31,MXB.U,15
006233,02C,1995-06-30,MXB.U,15
006233,02C,1995-07-31,MXB.U,15
006233,02C,1995-08-31,MXB.U,15
006233,02C,1995-09-30,MXB.U,15
006233,02C,1995-10-31,MXB.U,15
006233,02C,1995-11-30,MXB.U,15
006233,02C,1995-12-31,MXB.U,15
006233,02C,1996-01-31,MXB.U,15
006233,02C,1996-02-29,MXB.U,15
006233,02C,1996-03-31,MXB.U,15
006233,02C,1996-04-30,MXB.U,15
006233,02C,1996-05-31,MXB.U,15
006233,02C,1996-06-30,MXB.U,15
006233,02C,1996-07-31,MXB.U,15
006233,02C,1996-08-31,MXB.U,15
006233,02C,1996-09-30,MXB.U,15
006233,02C,1996-10-31,MXB.U,15
006233,02C,1996-11-30,MXB.U,15
006233,02C,1996-12-31,MXB.U,15
006233,02C,1997-01-31,MXB.U,15
006233,02C,1997-02-28,MXB.U,15
006233,02C,1997-03-31,MXB.U,15
006233,02C,1997-04-30,MXB.U,15
006233,02C,1997-05-31,MXB.U,15
006233,02C,1997-06-30,MXB.U,15
006233,02C,1997-07-31,MXB.U,15
006233,02C,1997-08-31,MXB.U,15
006233,02C,2022-02-28,MXB.U,15
006233,02C,2022-03-31,MXB.U,15
006233,02C,2022-04-30,MXB.U,15
006233,02C,2022-05-31,MXB.U,15
006233,02C,2022-06-30,MXB.U,15
006233,02C,2022-07-31,MXB.U,15
006233,02C,2022-08-31,MXB.U,15
006233,02C,2022-09-30,MXB.U,15
006233,02C,2022-10-31,MXB.U,15
006233,02C,2022-11-30,MXB.U,15
006233,02C,2022-12-31,MXB.U,15
006233,02C,2023-01-31,MXB.U,15
006233,02C,2023-02-28,MXB.U,15
006233,02C,2023-03-31,MXB.U,15
006233,02C,2023-04-30,MXB.U,15
006233,02C,2023-05-31,MXB.U,15
006233,02C,2023-06-30,MXB.U,15
006233,02C,2023-07-31,MXB.U,15
006233,02C,2023-08-31,MXB.U,15
006233,02C,2023-09-30,MXB.U,15
006233,02C,2023-10-31,MXB.U,15
006233,02C,2023-11-30,MXB.U,15
006233,02C,2023-12-31,MXB.U,15
006233,02C,2024-01-31,MXB.U,15
006233,02C,2024-02-29,MXB.U,15
006233,02C,2024-03-31,MXB.U,15
006639,01,1995-01-31,LEE,50
006639,01,1995-02-28,LEE,50
006639,01,1995-03-31,LEE,50
006639,01,1995-04-30,LEE,50
006639,01,1995-05-31,LEE,50
006639,01,1995-06-30,LEE,50
006639,01,1995-07-31,LEE,50
006639,01,1995-08-31,LEE,50
006639,01,1995-09-30,LEE,50
006639,01,1995-10-31,LEE,50
006639,01,1995-11-30,LEE,50
006639,01,1995-12-31,LEE,50
006639,01,1996-01-31,LEE,50
006639,01,1996-02-29,LEE,50
006639,01,1996-03-31,LEE,50
006639,01,1996-04-30,LEE,50
006639,01,1996-05-31,LEE,50
006639,01,1996-06-30,LEE,50
006639,01,1996-07-31,LEE,50
006639,01,1996-08-31,LEE,50
006639,01,1996-09-30,LEE,50
006639,01,1996-10-31,LEE,50
006639,01,1996-11-30,LEE,50
006639,01,1996-12-31,LEE,50
006639,01,1997-01-31,LEE,50
006639,01,1997-02-28,LEE,50
006639,01,1997-03-31,LEE,50
006639,01,1997-04-30,LEE,50
006639,01,1997-05-31,LEE,50
006639,01,1997-06-30,LEE,50
006639,01,1997-07-31,LEE,50
006639,01,1997-08-31,LEE,50
006639,01,1997-09-30,LEE,50
006639,01,1997-10-31,LEE,50
006639,01,1997-11-30,LEE,50
006639,01,1997-12-31,LEE,50
006639,01,1998-01-31,LEE,50
006639,01,1998-02-28,LEE,50
006639,01,1998-03-31,LEE,50
006639,01,1998-04-30,LEE,50
006639,01,1998-05-31,LEE,50
006639,01,1998-06-30,LEE,50
006639,01,1998-07-31,LEE,50
006639,01,1998-08-31,LEE,50
006639,01,1998-09-30,LEE,50
006639,01,1998-10-31,LEE,50
006639,01,1998-11-30,LEE,50
006639,01,1998-12-31,LEE,50
006639,01,1999-01-31,LEE,50
006639,01,1999-02-28,LEE,50
006639,01,1999-03-31,LEE,50
006639,01,1999-04-30,LEE,50
006639,01,1999-05-31,LEE,50
006639,01,1999-06-30,LEE,50
006639,01,1999-07-31,LEE,50
006639,01,1999-08-31,LEE,50
006639,01,1999-09-30,LEE,50
006639,01,1999-10-31,LEE,50
006639,01,1999-11-30,LEE,50
006639,01,1999-12-31,LEE,50
006639,01,2000-01-31,LEE,50
006639,01,2000-02-29,LEE,50
006639,01,2000-03-31,LEE,50
006639,01,2000-04-30,LEE,50
006639,01,2000-05-31,LEE,50
006639,01,2000-06-30,LEE,50
006639,01,2000-07-31,LEE,50
006639,01,2000-08-31,LEE,50
006639,01,2000-09-30,LEE,50
006639,01,2000-10-31,LEE,50
006639,01,2000-11-30,LEE,50
006639,01,2000-12-31,LEE,50
006639,01,2001-01-31,LEE,50
006639,01,2001-02-28,LEE,50
006639,01,2001-03-31,LEE,50
006639,01,2001-04-30,LEE,50
006639,01,2001-05-31,LEE,50
006639,01,2001-06-30,LEE,50
006639,01,2001-07-31,LEE,50
006639,01,2001-08-31,LEE,50
006639,01,2001-09-30,LEE,50
006639,01,2001-10-31,LEE,50
006639,01,2001-11-30,LEE,50
006639,01,2001-12-31,LEE,50
006639,01,2002-01-31,LEE,50
006639,01,2002-02-28,LEE,50
006639,01,2002-03-31,LEE,50
006639,01,2002-04-30,LEE,50
006639,01,2002-05-31,LEE,50
006639,01,2002-06-30,LEE,50
006639,01,2002-07-31,LEE,50
006639,01,2002-08-31,LEE,50
006639,01,2002-09-30,LEE,50
006639,01,2002-10-31,LEE,50
006639,01,2002-11-30,LEE,50
006639,01,2002-12-31,LEE,50
006639,01,2003-01-31,LEE,50
006639,01,2003-02-28,LEE,50
006639,01,2003-03-31,LEE,50
006639,01,2003-04-30,LEE,50
006639,01,2003-05-31,LEE,50
006639,01,2003-06-30,LEE,50
006639,01,2003-07-31,LEE,50
006639,01,2003-08-31,LEE,50
006639,01,2003-09-30,LEE,50
006639,01,2003-10-31,LEE,50
006639,01,2003-11-30,LEE,50
